"score",Text,Sentiment
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
-1,"pesawat jet pribadi prabowo subianto nomor registrasi hnyc yang selasa pagi bawa terbang dari ","negative"
-4,"rt antek asing prabowo subianto terbang ke wina austria sama rombong orang asing nyata","negative"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
-2,"fadli zon anggap aneh sebar manifes terbang prabowo subianto lewat ","negative"
-4,"rt antek asing prabowo subianto terbang ke wina austria sama rombong orang asing nyata","negative"
0,"jangan mikir negatifkatanya bos wowo ke dubai bukan kabur atau apa tetapi ada urus sehat dan bisni ","neutral"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
1,"rt prabowo subianto tolak ke wina austria sebut untuk urus bisnis prabowo masih damping rombong yang sama seperti","positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
4," dahnilanzar nama dahnil anzar simanjuntak kini gema ke seluruh juru indonesia muda muhammadiyah ini sama ","positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","positive"
0,"identitas warga negara rusia amerika serikat dan jerman yang teman prabowo subianto ke dubai ","neutral"
-4," antek asing prabowo subianto terbang ke wina austria sama rombong orang asing ","negative"
1,"rt prabowo subianto tolak ke wina austria sebut untuk urus bisnis prabowo masih damping rombong yang sama seperti","positive"
1,"rt prabowo subianto tolak ke wina austria sebut untuk urus bisnis prabowo masih damping rombong yang sama seperti","positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
-6,"teriak anti asing tapi nasihat bisnis macam begini prabowo subianto terbang ke wina ","negative"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
0,"prabowo subianto tolak ke wina austria sebut untuk urus bisnis prabowo masih damping rombong yang sa ","neutral"
-4,"prabowo subianto terbang ke wina austria sama rombong orang asing nyata bebera ","negative"
3," indonesian presidential election map by regency and city county peta menang pilpres dasar kak ","positive"
9,"tak ada yang berani sangkal rasa cinta tanah air orang prabowo subianto pada negara satu republik indonesi ","positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
0,"banyak banget ya duit prabowo subianto terbang ke wina austria sama rombonga ","neutral"
3,"kenapa prabowo subianto alas dia cocok jadi presiden ","positive"
0," prabowo subianto","neutral"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
-3,"prabowo subianto tolak ke dubai manifes terbang sebar hingga bpn radang lewat ","negative"
4,"sudah konstruksi otentik dari prabowo subianto djojohadikusumo lihat dulu kecek enggak anti parak waktu i ","positive"
0,"simpul sosok murni dari prabowo subianto djojohadikusumo lihat dulu peri enggak anti asing masa ini ","neutral"
0,"simpul sosok khalis dari prabowo subianto djojohadikusumo lihat dulu cakap tiada anti pencil waktu ","neutral"
0,"putus maujud anak dari prabowo subianto djojohadikusumo lihat dulu suara kagak anti datang masa ini ","neutral"
0,"simpul struktur sah dari prabowo subianto djojohadikusumo lihat dulu sabda tak anti kagok masa ini di ","neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","neutral"
2,"tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austr ","positive"
-2,"akan sangat sulit bagi prabowo subianto untuk terima kalah karena bagai titik episentrum yang satu ba ","negative"
0,"tidak ada pilih yang lebih martabat bagi pasang prabowo subianto sandiaga uno selain terima apa hasil kak ","neutral"
1,"pantau terus feeling kaya mau beres tum gerindra prabowo subianto tak lama ada ","positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
8,"selamat sukses atas pilih presiden prabowo subianto sandiaga uno ","positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","positive"
2,"tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austr ","positive"
-2,"bohong lagi padahal ke dubai cuma transit terus isi avtur ckck ","negative"
0,"prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga kata ","neutral"
2,"bahkan prabowo subianto yang sekarang jabat bagai tinggi partai gerindra adalah sosok yang cara mental diben ","positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
-4,"mana pasang capres dan cawapres prabowo subianto sandiaga uno harus jalan konstitusi karena indikasi ","negative"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","neutral"
0,"ia telah inisiatif sejak awal untuk bertemu dengan prabowo subianto ","neutral"
0," prabowo subianto ","neutral"
0,"belum terjun ke dunia politik prabowo subianto lebih dahulu kenyang makan didik dan tualang di dunia ","neutral"
0,"fakta fakta pergi prabowo subianto ke dubai sama wna bpn tanya hal ini ","neutral"
-4,"rt prabowo subianto kabur kecut dan khianat bangsat cc ","negative"
-4,"rt tahun kabur ke yordania tahun kabut ke uni emirat arab itu prabowo subianto ","negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0,"berita baru hari ini prabowo subianto tolak semua milu dan pilpres wonderdirpilpres ","neutral"
-4,"mahkaman konstitusi jadi cara akhir prabowo subianto untuk bukti duga curang pilpres yang ditemuk ","negative"
0,"pada agustus prabowo subianto deklarasi diri bagai calon presiden dan sandiaga uno bagai ","neutral"
0," cnn indonesia prabowo subianto ke dubai sama sekretariat parlemen rusia milu milu ","neutral"
0,"fakta fakta berangkat prabowo subianto ke dubai tuju hingga teman orang ","neutral"
-3,"eggi dan lieus periksa polisi dalam kasus makar dari mulut mereka dua keluar nama prabowo subianto berdasark ","negative"
9,"tak ada yang berani sangkal rasa cinta tanah air orang prabowo subianto pada negara satu republik indonesi ","positive"
0,"anggota bpn prabowo subianto sandiaga uno mustofa nahrawardaya tetap bagai sangka oleh pihak polisi ","neutral"
-1,"rt pks yang dukung prabowo atak bahwa mereka milik truk bukti bukti curang milu hitung internal pks","negative"
0,"beranda pergi pak prabowo kemarin dengan sekretariat parlemen rusia mau bahas hal ini ","neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","positive"
3," maubuatrusuhlagi juru bicara partai solidaritas indonesia psi dara nasution minta pasang calon presiden pra ","positive"
1,"the losing presidential candidate prabowo subianto who is also the chairman of the largest opposition party gerind ","positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabow","neutral"
0,"ini tuju prabowo pergi ke dubai sama kolega kasubag humas ditjen imigrasi kemenkumham sama fernando mengon ","neutral"
0,"rt prabowo subianto sandiaga uno minta maka diskualifikasi jokowi dan tetap prabowo bagai presiden atau gelar mi","neutral"
-4,"prabowo subianto sebut pergi ke dubai uni emirat arab sama empat warga negara asing","negative"
-4,"prabowo subianto sebut pergi ke dubai uni emirat arab sama empat warga negara asing","negative"
-4,"prabowo subianto sebut pergi ke dubai uni emirat arab sama empat warga negara asing","negative"
0,"prabowo subianto tolak ke dubai damping anggota sekretariat parlemen rusia ","neutral"
0," fakta berangkat prabowo subianto ke dubai teman orang hingga tuju pergi ","neutral"
0," maubuatrusuhlagi anggota bpn prabowo subianto sandiaga uno mustofa nahrawardaya tetap bagai sangka ole ","neutral"
0," maubuatrusuhlagi andi arief sebut istilah juang sampai titik darah habis ya ","neutral"
2,"bahkan prabowo subianto yang sekarang jabat bagai tinggi partai gerindra adalah sosok yang cara mental diben ","positive"
0," kalau sandiaga uno masih bisa ku maaf kalau prabowo subianto tidak bisa ku ","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0," anti aseng sedang tolak ke negara aseng lagi cari donatur mungkin pergi kelua ","neutral"
0," breaking rt indonesia loser opposition leader prabowo subianto escapes tapi dubai ini the aftermath of his failed ","neutral"
3,"prabowo gugat hasil pilpres ke maka usaha enggak ada pengaruh usaha nilai gugat hasil pilpres oleh sih ","positive"
5,"rt di balik sosok yang rupa purnawirawan tni pak prabowo subianto nyata rupa cinta kucing kucing kesay","positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","positive"
0,"belum terjun ke dunia politik prabowo subianto lebih dahulu kenyang makan didik dan tualang di dunia ","neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu","neutral"
0," pukul wib pesawat charter private jet ambraer lineage noreg hnyc yang bawa pr ","neutral"
1,"look very gooood kalo pakai pakai seperti ini pak jokowi dodo dan pak prabowo subianto ","positive"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabow","neutral"
-4,"ngeri ngeri sedap prabowo subianto ke dubai sama sekretariat parlemen rusia kenapa mesti sama orang luar ya ","negative"
4,"selamat pagi indonesia selamat pagi bpk ir joko widodo dan selamat pagi bpk prabowo subianto kalian adalah putra ","positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0," lndonesiath habisdimakanrrckata amal kondang prabowo subianto riva ","neutral"
0,"prabowo subianto ke dubai sama sekretariat parlemen rusia","neutral"
0,"rt prabowo subianto ke dubai sama sekretariat parlemen rusia ","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
-2," sudah mula ada tanda tanda nyata cakap prabowo subianto bahwa nkri akan pecah ","negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0,"ada wna amerika jerman ini orang teman capres prabowo subianto ke dubai urus bisnis ","neutral"
0,"prabowo subianto sakit hingga ke dubai bareng warga as jerman rusia dpp partai gerindra jelas ","neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","neutral"
0," tinggal ke polisi ajuk tuntut pararel kami juga ajuk tuntut kasus culik mahasis ","neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","neutral"
-6," ada apa cak mul kok tiba tiba bicara sok mau jilat presiden prabowo subianto o","negative"
0," uler piton penghianat ngebet mau jerumus presiden prabowo subianto prabowojanganketemujokowi","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabow","neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu apa","neutral"
4," allohu akbar banyak baca surah al kahfi khususon buat menang pak prabowo subia ","positive"
-8," kalah yang mnyakitkn brkali sakit tapi enggak darah itu prabowo subianto wkwkkwkwkwkwwkkk","negative"
0,"rt maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukum prabowo subianto s","neutral"
0,"rt maubuatrusuhlagi andi arief sebut istilah juang sampai titik darah habis yang sampa","neutral"
0," maubuatrusuhlagi andi arief sebut istilah juang sampai titik darah habis ya ","neutral"
3,"rt maubuatrusuhlagijuru bicara partai solidaritas indonesia psi dara nasution minta pasang calon presiden prabow","positive"
3," maubuatrusuhlagijuru bicara partai solidaritas indonesia psi dara nasution minta pasang calon presiden pra ","positive"
5," maaf bosqu saya larang untuk bertemu jokowi tidak haram tapi belum waktu ","positive"
0," ","neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang ditumpan ","neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu apa","neutral"
0,"rt maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukum prabowo subianto s","neutral"
-3," eggi dan lieus periksa polisi dalam kasus makar dari mulut mereka dua keluar nama prabowo subianto maubuatrusuhlagi","negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0," maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukumprabowo sub ","neutral"
-1,"rt pks yang dukung prabowo atak bahwa mereka milik truk bukti bukti curang milu hitung internal pks","negative"
0,"rt prabowo subianto ke dubai sama sekretariat parlemen rusia ","neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","positive"
0,"prabowo subianto ke dubai sama sekretariat parlemen rusia budikaryadanjokowigakbecus ","neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","neutral"
-4,"rt keppres ini adalah keppres no tentang bantu pinjam kepada pt kiani kertaskeppres ini rugi masyarakat","negative"
4,"alangkah baik memenjarahkan prabowo subianto dalam upaya ntuk mastik stabilitas negara di masa yang akan datang","positive"
0,"dengan hati skenario milu langsung di indonesia tokoh tokoh politik yang pengaruh dari waktunkewaktu hanya ","neutral"
-1,"pks yang dukung prabowo atak bahwa mereka milik truk bukti bukti curang milu hitung interna ","negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
-2,"rt kok ngebet banget sih pak prabowo subianto sandiaga salahuddin uno gugat hasil pilpres ke maka mereka ajuk tuntu","negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabow","neutral"
0,"prabowo subianto ke dubai sama sekretariat parlemen rusia ","neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","positive"
0,"police have also arrested a politician from the election campaign team of presidential challenger prabowo subianto ","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0,"please stop kait nama prabowo subianto dan sandiaga salahuddin uno pada saat kalian memposting giat demo ","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","positive"
0,"rt doi maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno","neutral"
-4," ini yang bilang anti asing ya wkwkwkwk","negative"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","positive"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno","neutral"
-1,"ketua umum partai demokrat susilo bambang yudhoyono surabaya harap calon presiden nomor urut prabowo subianto se ","negative"
0," maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukum prabowo subi ","neutral"
0," century dulu di selesa apa beye baru pak prabowo subianto mau ketemu ","neutral"
3,"simak pesan prabowo subianto untuk para dukung jelang aksi mei wonderdirpilpres ","positive"
-4,"rt salah otto hasibuan kuasa hukum prabowo sandipengacara senior otto hasibuan ban bahwa diri telah jadi kua","negative"
3," maubuatrusuhlagijuru bicara partai solidaritas indonesia psi dara nasution minta pasang calon presiden pra ","positive"
4,"tadi lewat kampung rawa domba terus lihat ada baliho yang tulis selamat atas pilih prabowo subianto dan ","positive"
0,"rt polda sumut panggil koordinator juru bicara bpn prabowo subianto dan sandiaga uno dahnil anzar simanjuntak kait kasus","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0,"prabowo subianto ke dubai sama sekretariat parlemen rusia ","neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","positive"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","neutral"
0,"prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga kata ","neutral"
0,"","neutral"
0," maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukumprabowo sub ","neutral"
0,"konferensi pers prabowo subianto tolak hasil hitung kpu wonderdirpilpres ","neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","positive"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","neutral"
0,"prabowo subianto sandiaga salahuddin uno gugat hasil pilpres ke mahkamah konstitisi maka mereka ajuk t ","neutral"
0,"prabowo subianto sandiaga salahuddin uno gugat hasil pilpres ke mahkamah konstitisi maka mereka ajuk t ","neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","positive"
-2,"catat saya ada tokoh yang sangat vital dan harus segera bisa ciduk agar bisa redam gejolak negara ini f ","negative"
-1,"rt calon presiden nomor urut prabowo subianto tolak dari bandara halim perdanakusuma jakarta timur ke dubai uni emirat ar","negative"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","neutral"
0,"rt jakarta on alert as protests following election loss of presidential candidate prabowo subianto turn violent ","neutral"
0,"rt chep memang milik hubung dengan paslon chep pernah sewa kendara kepada prabowo subianto saat kampany","neutral"
0,"rt bukan sekal saja kelompok ini cuat nama akhir nama ini muncul saat capres prabowo subianto kampanye di cia","neutral"
0,"fire crackers explode near supporters of presidential candidate prabowo subianto during clashes with the police i ","neutral"
-4," perintah kepada mohon kpu untuk ketika untuk keluar surat putus tentang tetap h prabow ","negative"
-2," tetap pasang calon presiden dan calon wakil presiden nomor urut h prabowo subianto dan h sandiaga salah ","negative"
3," maubuatrusuhlagigerakan people power yang belakang suara kubu dukung prabowo su ","positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","positive"
4,"surabaya negarawan mohon maaf tuanada curang tuan diam kami para dukung setia prabowo subianto ","positive"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","neutral"
-1,"kubu pasang nomor urut prabowo subianto sandiaga uno mengugat hasil pilpres ke mahkamah konstitusi ","negative"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","neutral"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","positive"
0," chep memang milik hubung dengan paslon chep pernah sewa kendara kepada prabowo subianto saa ","neutral"
0," bukan sekal saja kelompok ini cuat nama akhir nama ini muncul saat capres prabowo subianto kamp ","neutral"
0,"muhasabah konstitusiprabowo subiantosandiaga salahuddin unoagus yudhoyono stophatingstartloving ","neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu apa","neutral"
-1,"sementara prabowo subianto sandiaga uno hanya dapat juta atau persen suara ","negative"
-2,"moeldoko tutur dasar survei internal tkn mayoritas gawai bumn dan asnmemilih pasang nomor urut ","negative"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
8," mas ahy jangan mutar instrumen politik yang lagi hangat rakyat sudah cerdas dan makin cerdas mas ","positive"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu pas","neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu apa","neutral"
0,"ini daftar nama rombong prabowo subianto saat terbang ke uni emirat arab lewat ","neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","positive"
0,"kendati demikian yusril yang pernah jadi saksi ahli untuk pasang prabowo subianto hatta rajasa pada lah ","neutral"
-1," prabowo calon presiden nomor urut prabowo subianto kabar pergi ke dubai uni emirat arab selasa ","negative"
0,"presiden ke prabowo subiantowapres nya sandiaga uno yang rancam oleh hendropriyono","neutral"
-2,"rt anak gua bu kok prabowo imbau bukan prabowo subianto ","negative"
0,"ini kait dengan rencana kubu prabowo subianto sandiaga unomengajukan gugat hasil rekapitulasi kpu ke mahkamah konstitusi ","neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","neutral"
3,"rt orang dengan gembira terima kembali ingat orang narapidana yang nama tommy suharto dia kembali dan jadi ke","positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0,"doi maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandia ","neutral"
0," maubuatrusuhlagikalian harus tau bukti bukti upa taut atau link berita yang serta tim hukum prabowo si ","neutral"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","neutral"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga un ","neutral"
-4,"rt ketika rakyat marah dan muak kepada prabowo subianto tagar tangkapprabowo dapat hati rakyat makin cerdas tangk","negative"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","positive"
4,"presiden joko widodo alias jokowimenyayangkan ucap ketua tim kuasa hukum badan menang nasional bpn prabowo ","positive"
4,"presiden joko widodo alias jokowimenyayangkan ucap ketua tim kuasa hukum badan menang nasional bpn prabowo ","positive"
0,"rt election unrest at least have died as protests ini indonesia turned violent after thousands took tapi the streets ini sup","neutral"
0,"loser man ini indonesia prabowo subianto fled his problems from his country tapi dubai prabowo left for dubai using ","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","neutral"
0,"orang bule nih bro di jet pribadi prabowo subianto tolak ke dubai uni emirat arab ","neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","positive"
4,"ketua dpp pdi juang hendrawan supratikno sar kubu prabowo subianto sandiaga uno untuk baik bu ","positive"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","positive"
3,"orang dengan gembira terima kembali ingat orang narapidana yang nama tommy suharto dia kembali dan j ","positive"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","neutral"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","neutral"
0," subianto prabowo","neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","neutral"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","neutral"
4,"rt politikus partai gerindra riza patria benar info yang sebut ketua umum prabowo subianto pergi ke dubai di uni emi","positive"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","neutral"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","positive"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","neutral"
4,"politikus partai gerindra riza patria benar info yang sebut ketua umum prabowo subianto pergi ke dubai ","positive"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","neutral"
0,"siapa yang ngaciro prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang ","neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","positive"
0," maubuatrusuhlagi andi arief sebut istilah juang sampai titik darah habis ya ","neutral"
0," prabowo subianto","neutral"
0," loh majuwo ing kene indak enten ojo ","neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","neutral"
9,"rt tuntut bpn ke mkno paling lucu tetap pasang calon presiden dan calon wakil presiden nomor urut h","positive"
